,date,hospital_dedicated,hospital_dedicated_govt,hospital_dedicated_pvt,covid19_beds,covid19_bed_occupancy,icu_hdu_beds,n_safe_homes,safe_home_beds,n_ventilators,total_patients_home_isolation,current_patients_home_isolation,released_patients_home_isolation,current_patients_hospital,current_patients_safe_homes,day,month,year,Index,hosp_per_million,covid_beds_per_million,icu_hdu_beds_per_million
462,05-05-2020,69,15,52,8785,13.04,860,,,271,,,,,,Tuesday,May-20,2020,20200505,14492.75362,113.8303927,1162.790698
461,08-06-2020,69,16,53,8785,22.03,920,,,392,,,,,,Monday,Jun-20,2020,20200608,14492.75362,113.8303927,1086.956522
460,09-06-2020,69,16,53,8785,22.96,920,,,392,,,,,,Tuesday,Jun-20,2020,20200609,14492.75362,113.8303927,1086.956522
459,10-06-2020,69,16,53,8785,23.16,920,,,392,,,,,,Wednesday,Jun-20,2020,20200610,14492.75362,113.8303927,1086.956522
458,11-06-2020,69,16,53,8785,23.92,920,,,392,,,,,,Thursday,Jun-20,2020,20200611,14492.75362,113.8303927,1086.956522
457,12-06-2020,69,16,53,8785,25.09,920,,,392,,,,,,Friday,Jun-20,2020,20200612,14492.75362,113.8303927,1086.956522
456,13-06-2020,69,16,53,8785,24.82,920,,,392,,,,,,Saturday,Jun-20,2020,20200613,14492.75362,113.8303927,1086.956522
455,14-06-2020,69,16,53,8785,24.54,920,,,392,,,,,,Sunday,Jun-20,2020,20200614,14492.75362,113.8303927,1086.956522
454,15-06-2020,69,16,53,8785,25.28,920,,,392,,,,,,Monday,Jun-20,2020,20200615,14492.75362,113.8303927,1086.956522
453,16-06-2020,77,24,53,10105,21.93,948,,,395,,,,,,Tuesday,Jun-20,2020,20200616,12987.01299,98.96091044,1054.852321
452,17-06-2020,77,24,53,10105,22.25,948,,,395,,,,,,Wednesday,Jun-20,2020,20200617,12987.01299,98.96091044,1054.852321
451,18-06-2020,77,24,53,10313,20.25,948,,,395,,,,,,Thursday,Jun-20,2020,20200618,12987.01299,96.96499564,1054.852321
450,19-06-2020,77,24,53,10327,20.45,948,106,6908,395,153826,142869,153826,,241,Friday,Jun-20,2020,20200619,12987.01299,96.83354314,1054.852321
449,20-06-2020,77,24,53,10340,20.84,948,106,6908,395,160726,136582,160726,,231,Saturday,Jun-20,2020,20200620,12987.01299,96.71179884,1054.852321
448,21-06-2020,77,24,53,10340,20.54,948,106,6908,395,160728,137838,160728,,166,Sunday,Jun-20,2020,20200621,12987.01299,96.71179884,1054.852321
447,22-06-2020,77,24,53,10340,20.95,948,106,6908,395,166297,133391,166297,,198,Monday,Jun-20,2020,20200622,12987.01299,96.71179884,1054.852321
446,23-06-2020,77,24,53,10341,20.83,948,106,6908,395,178394,121294,178394,,187,Tuesday,Jun-20,2020,20200623,12987.01299,96.70244657,1054.852321
445,24-06-2020,78,25,53,10418,20.6,948,106,6908,395,190385,110803,190385,,510,Wednesday,Jun-20,2020,20200624,12820.51282,95.98771357,1054.852321
444,25-06-2020,78,25,53,10425,21.03,948,106,6908,395,203937,98751,203937,,495,Thursday,Jun-20,2020,20200625,12820.51282,95.92326139,1054.852321
443,26-06-2020,78,25,53,10458,22.64,948,106,6908,395,214596,90771,214596,,463,Friday,Jun-20,2020,20200626,12820.51282,95.62057755,1054.852321
442,27-06-2020,78,25,53,10472,21.83,948,106,6908,395,223192,84291,223192,,467,Saturday,Jun-20,2020,20200627,12820.51282,95.49274255,1054.852321
441,28-06-2020,78,25,53,10474,22.05,948,106,6908,395,231293,77217,231293,,455,Sunday,Jun-20,2020,20200628,12820.51282,95.47450831,1054.852321
440,29-06-2020,78,25,53,10474,21.91,948,106,6908,395,239192,71466,239192,,421,Monday,Jun-20,2020,20200629,12820.51282,95.47450831,1054.852321
439,30-06-2020,78,25,53,10479,22.44,948,106,6908,395,247613,65990,247613,,397,Tuesday,Jun-20,2020,20200630,12820.51282,95.42895314,1054.852321
438,01-07-2020,78,25,53,10479,23.11,948,106,6908,395,256374,59658,256374,,377,Wednesday,Jul-20,2020,20200701,12820.51282,95.42895314,1054.852321
437,02-07-2020,78,25,53,10489,22.76,948,106,6908,395,263972,53903,263972,,345,Thursday,Jul-20,2020,20200702,12820.51282,95.33797311,1054.852321
436,03-07-2020,79,26,53,10594,23.25,948,106,6908,395,269624,51770,269624,,347,Friday,Jul-20,2020,20200703,12658.22785,94.39305267,1054.852321
435,04-07-2020,79,26,53,10600,23.82,948,106,6908,395,275630,49273,275630,,338,Saturday,Jul-20,2020,20200704,12658.22785,94.33962264,1054.852321
434,05-07-2020,79,26,53,10600,24.36,948,106,6908,395,287230,41349,287230,,317,Sunday,Jul-20,2020,20200705,12658.22785,94.33962264,1054.852321
433,06-07-2020,79,26,53,10607,25.07,948,106,6908,395,294290,41520,294290,,309,Monday,Jul-20,2020,20200706,12658.22785,94.277364,1054.852321
432,07-07-2020,79,26,53,10607,26.56,948,106,6908,395,298810,38614,298810,,311,Tuesday,Jul-20,2020,20200707,12658.22785,94.277364,1054.852321
431,08-07-2020,80,26,54,10657,27.29,948,106,6908,395,304719,36824,304719,,301,Wednesday,Jul-20,2020,20200708,12500,93.835038,1054.852321
430,09-07-2020,80,26,54,10658,27.41,948,106,6908,395,309130,34595,309130,,279,Thursday,Jul-20,2020,20200709,12500,93.82623381,1054.852321
429,10-07-2020,80,26,54,10830,27.02,948,106,6908,395,313719,34254,313719,,257,Friday,Jul-20,2020,20200710,12500,92.33610342,1054.852321
428,11-07-2020,80,26,54,10840,26.85,948,106,6908,395,319607,32460,319607,,239,Saturday,Jul-20,2020,20200711,12500,92.25092251,1054.852321
427,12-07-2020,80,26,54,10862,27.03,948,106,6908,395,325181,30839,325181,,247,Sunday,Jul-20,2020,20200712,12500,92.0640766,1054.852321
426,13-07-2020,80,26,54,10862,28.48,948,106,6908,395,331395,28430,331395,,277,Monday,Jul-20,2020,20200713,12500,92.0640766,1054.852321
425,14-07-2020,80,26,54,10832,31.14,948,106,6908,395,335132,26201,335132,,297,Tuesday,Jul-20,2020,20200714,12500,92.31905465,1054.852321
424,15-07-2020,80,26,54,10939,31.99,948,106,6908,395,338291,24303,338291,,341,Wednesday,Jul-20,2020,20200715,12500,91.41603437,1054.852321
423,16-07-2020,80,26,54,10992,32.85,948,106,6908,395,341139,25380,341139,,349,Thursday,Jul-20,2020,20200716,12500,90.97525473,1054.852321
422,17-07-2020,81,27,54,11027,34.79,948,106,6908,395,342140,27410,342140,,497,Friday,Jul-20,2020,20200717,12345.67901,90.68649678,1054.852321
421,18-07-2020,81,27,54,11227,34.17,948,106,6908,395,343502,29603,343502,,558,Saturday,Jul-20,2020,20200718,12345.67901,89.07098958,1054.852321
420,19-07-2020,81,27,54,11179,36.76,948,106,6908,395,345621,31320,345621,,608,Sunday,Jul-20,2020,20200719,12345.67901,89.45343948,1054.852321
419,20-07-2020,81,27,54,11239,37.09,948,106,6908,395,347720,31329,347720,,689,Monday,Jul-20,2020,20200720,12345.67901,88.97588753,1054.852321
418,21-07-2020,81,27,54,11239,37.82,948,106,6908,395,350130,32304,350130,,778,Tuesday,Jul-20,2020,20200721,12345.67901,88.97588753,1054.852321
417,22-07-2020,81,27,54,11239,39.55,948,106,6908,395,354139,31320,354139,,838,Wednesday,Jul-20,2020,20200722,12345.67901,88.97588753,1054.852321
416,23-07-2020,81,27,54,11239,40.05,948,106,6908,395,356140,32140,356140,,878,Thursday,Jul-20,2020,20200723,12345.67901,88.97588753,1054.852321
415,24-07-2020,81,27,54,11239,40.86,948,106,6908,395,359140,31219,359140,,1078,Friday,Jul-20,2020,20200724,12345.67901,88.97588753,1054.852321
414,25-07-2020,81,27,54,11239,40.71,948,106,6908,395,362140,33184,362140,,1313,Saturday,Jul-20,2020,20200725,12345.67901,88.97588753,1054.852321
413,26-07-2020,81,27,54,11239,42.32,948,106,6908,395,363721,34291,363721,,1413,Sunday,Jul-20,2020,20200726,12345.67901,88.97588753,1054.852321
412,27-07-2020,83,28,55,11299,42.04,948,106,6908,395,365391,34912,365391,,1403,Monday,Jul-20,2020,20200727,12048.19277,88.50340738,1054.852321
411,28-07-2020,83,28,55,11299,41.83,948,106,6908,395,368203,33628,368203,,1474,Tuesday,Jul-20,2020,20200728,12048.19277,88.50340738,1054.852321
410,29-07-2020,83,28,55,11299,40.11,948,106,6908,395,371291,32280,371291,,1422,Wednesday,Jul-20,2020,20200729,12048.19277,88.50340738,1054.852321
409,30-07-2020,83,28,55,11299,40.15,948,106,6908,395,374945,31424,374945,,1474,Thursday,Jul-20,2020,20200730,12048.19277,88.50340738,1054.852321
408,01-08-2020,83,28,55,11299,39.05,948,106,6908,395,379181,31229,379181,,1610,Saturday,Aug-20,2020,20200801,12048.19277,88.50340738,1054.852321
407,02-08-2020,83,28,55,11552,37.88,948,106,6908,395,383458,33479,383458,,1565,Sunday,Aug-20,2020,20200802,12048.19277,86.56509695,1054.852321
406,03-08-2020,83,28,55,11560,39.18,948,106,6908,395,385489,32490,385489,,1711,Monday,Aug-20,2020,20200803,12048.19277,86.50519031,1054.852321
405,06-08-2020,83,28,55,11560,39.79,948,106,6908,395,391392,29340,391392,,1702,Thursday,Aug-20,2020,20200806,12048.19277,86.50519031,1054.852321
404,09-08-2020,83,28,55,11560,39.08,948,106,6908,395,397139,27204,397139,,1558,Sunday,Aug-20,2020,20200809,12048.19277,86.50519031,1054.852321
403,11-08-2020,83,28,55,11775,37.1,948,109,7126,715,401289,27927,401289,,1608,Tuesday,Aug-20,2020,20200811,12048.19277,84.92569002,1054.852321
402,12-08-2020,84,29,55,11775,36.57,948,109,7126,715,402173,28838,402173,,1735,Wednesday,Aug-20,2020,20200812,11904.7619,84.92569002,1054.852321
401,13-08-2020,84,29,55,11775,35.8,948,200,11507,715,404788,32987,404788,,1832,Thursday,Aug-20,2020,20200813,11904.7619,84.92569002,1054.852321
400,15-08-2020,84,29,55,11775,36.31,1243,200,11507,790,409384,38715,409384,,1857,Saturday,Aug-20,2020,20200815,11904.7619,84.92569002,804.5052293
399,16-08-2020,84,29,55,11775,36.15,1243,200,11507,790,412385,39731,412385,,1888,Sunday,Aug-20,2020,20200816,11904.7619,84.92569002,804.5052293
398,17-08-2020,84,29,55,11775,36.87,1243,200,11507,790,415294,41937,415294,,1963,Monday,Aug-20,2020,20200817,11904.7619,84.92569002,804.5052293
397,18-08-2020,84,29,55,11775,36.82,1243,200,11507,790,418439,43927,418439,,1953,Tuesday,Aug-20,2020,20200818,11904.7619,84.92569002,804.5052293
396,19-08-2020,85,30,55,11825,38.24,1243,200,11507,790,421739,44591,421739,,1952,Wednesday,Aug-20,2020,20200819,11764.70588,84.56659619,804.5052293
395,20-08-2020,86,31,55,11935,36.24,1243,200,11507,790,424390,45184,424390,,1919,Thursday,Aug-20,2020,20200820,11627.90698,83.78718056,804.5052293
394,21-08-2020,86,31,55,11935,35.84,1243,200,11507,790,428628,46037,428628,,1993,Friday,Aug-20,2020,20200821,11627.90698,83.78718056,804.5052293
393,22-08-2020,87,32,55,12035,36.71,1243,200,11507,790,432017,47305,432017,,1962,Saturday,Aug-20,2020,20200822,11494.25287,83.09098463,804.5052293
392,23-08-2020,87,32,55,12035,36.51,1243,200,11507,790,436185,48140,436185,,1989,Sunday,Aug-20,2020,20200823,11494.25287,83.09098463,804.5052293
391,24-08-2020,87,32,55,12035,35.57,1243,200,11507,790,440938,47814,440938,,1879,Monday,Aug-20,2020,20200824,11494.25287,83.09098463,804.5052293
390,25-08-2020,87,32,55,12045,35.17,1243,200,11507,790,444152,48038,444152,,1776,Tuesday,Aug-20,2020,20200825,11494.25287,83.02200083,804.5052293
389,26-08-2020,87,32,55,12045,35,1243,200,11507,790,448028,49183,448028,,1756,Wednesday,Aug-20,2020,20200826,11494.25287,83.02200083,804.5052293
388,27-08-2020,87,32,55,12045,34.69,1243,200,11507,790,451773,50259,451773,,1697,Thursday,Aug-20,2020,20200827,11494.25287,83.02200083,804.5052293
387,28-08-2020,87,32,55,12045,33.55,1243,200,11507,790,455294,52937,455294,,1760,Friday,Aug-20,2020,20200828,11494.25287,83.02200083,804.5052293
386,29-08-2020,87,32,55,12045,33.28,1243,200,11507,790,459294,51597,459294,,1744,Saturday,Aug-20,2020,20200829,11494.25287,83.02200083,804.5052293
385,30-08-2020,87,32,55,12045,32.69,1243,200,11507,790,463901,52692,463901,,1713,Sunday,Aug-20,2020,20200830,11494.25287,83.02200083,804.5052293
384,31-08-2020,87,32,55,12045,32.14,1243,200,11507,790,467017,54318,467017,,1779,Monday,Aug-20,2020,20200831,11494.25287,83.02200083,804.5052293
383,01-09-2020,87,32,55,12045,33.08,1243,200,11507,790,471365,55738,471365,,1760,Tuesday,Sep-20,2020,20200901,11494.25287,83.02200083,804.5052293
382,02-09-2020,87,32,55,12045,32.75,1243,200,11507,790,476813,56307,476813,,1747,Wednesday,Sep-20,2020,20200902,11494.25287,83.02200083,804.5052293
381,03-09-2020,90,35,55,12275,32.36,1243,200,11507,790,481283,58039,481283,,1720,Thursday,Sep-20,2020,20200903,11111.11111,81.46639511,804.5052293
380,04-09-2020,90,35,55,12275,32.47,1243,200,11507,790,486937,60142,486937,,1739,Friday,Sep-20,2020,20200904,11111.11111,81.46639511,804.5052293
379,05-09-2020,91,36,55,12355,33.94,1243,200,11507,790,491374,61955,491374,,1613,Saturday,Sep-20,2020,20200905,10989.01099,80.93889114,804.5052293
378,06-09-2020,91,36,55,12355,33.99,1243,200,11507,790,496284,62037,496284,,1622,Sunday,Sep-20,2020,20200906,10989.01099,80.93889114,804.5052293
377,07-09-2020,91,36,55,12355,33.65,1243,200,11507,790,501382,63845,501382,,1777,Monday,Sep-20,2020,20200907,10989.01099,80.93889114,804.5052293
376,08-09-2020,92,37,55,12385,33.67,1243,200,11507,790,506526,64921,506526,,1766,Tuesday,Sep-20,2020,20200908,10869.56522,80.74283407,804.5052293
375,09-09-2020,92,37,55,12385,32.93,1243,200,11507,790,511392,65701,511392,,1810,Wednesday,Sep-20,2020,20200909,10869.56522,80.74283407,804.5052293
374,11-09-2020,92,37,55,12505,32.48,1243,200,11507,790,521732,66395,521732,,1738,Friday,Sep-20,2020,20200911,10869.56522,79.96801279,804.5052293
373,12-09-2020,92,37,55,12675,32.98,1243,200,11507,790,526937,67852,526937,,1714,Saturday,Sep-20,2020,20200912,10869.56522,78.89546351,804.5052293
372,13-09-2020,92,37,55,12675,32.36,1243,200,11507,790,531258,69637,531258,,1725,Sunday,Sep-20,2020,20200913,10869.56522,78.89546351,804.5052293
371,14-09-2020,92,37,55,12675,32.16,1243,200,11507,790,536613,71270,536613,,1702,Monday,Sep-20,2020,20200914,10869.56522,78.89546351,804.5052293
370,15-09-2020,92,37,55,12675,32.87,1243,200,11507,790,541628,72695,541628,,1697,Tuesday,Sep-20,2020,20200915,10869.56522,78.89546351,804.5052293
369,16-09-2020,92,37,55,12675,33.09,1243,200,11507,790,546735,73951,546735,,1672,Wednesday,Sep-20,2020,20200916,10869.56522,78.89546351,804.5052293
368,17-09-2020,92,37,55,12675,33.39,1243,200,11507,790,551731,74814,551731,,1695,Thursday,Sep-20,2020,20200917,10869.56522,78.89546351,804.5052293
367,18-09-2020,92,37,55,12675,33.58,1243,200,11507,790,557136,73816,557136,,1641,Friday,Sep-20,2020,20200918,10869.56522,78.89546351,804.5052293
366,19-09-2020,92,37,55,12675,33.84,1243,200,11507,790,562921,75201,562921,,1605,Saturday,Sep-20,2020,20200919,10869.56522,78.89546351,804.5052293
365,20-09-2020,92,37,55,12675,33.94,1243,200,11507,790,567203,75861,567203,,1511,Sunday,Sep-20,2020,20200920,10869.56522,78.89546351,804.5052293
364,21-09-2020,92,37,55,12675,33.14,1243,200,11507,790,572813,76409,572813,,1465,Monday,Sep-20,2020,20200921,10869.56522,78.89546351,804.5052293
363,22-09-2020,92,37,55,12675,33.54,1243,200,11507,790,578639,76812,578639,,1422,Tuesday,Sep-20,2020,20200922,10869.56522,78.89546351,804.5052293
362,23-09-2020,92,37,55,12675,33.93,1243,200,11507,790,584195,77102,584195,,1446,Wednesday,Sep-20,2020,20200923,10869.56522,78.89546351,804.5052293
361,24-09-2020,92,37,55,12675,34.79,1243,200,11507,790,590514,77638,590514,,1438,Thursday,Sep-20,2020,20200924,10869.56522,78.89546351,804.5052293
360,25-09-2020,92,37,55,12675,35.46,1243,200,11507,790,596381,77820,596381,,1445,Friday,Sep-20,2020,20200925,10869.56522,78.89546351,804.5052293
359,26-09-2020,92,37,55,12675,35.47,1243,200,11507,790,601927,77340,601927,,1342,Saturday,Sep-20,2020,20200926,10869.56522,78.89546351,804.5052293
358,27-09-2020,92,37,55,12675,36.09,1243,200,11507,790,606728,78103,606728,,1422,Sunday,Sep-20,2020,20200927,10869.56522,78.89546351,804.5052293
357,28-09-2020,92,37,55,12675,35.94,1243,200,11507,790,611937,78870,611937,,1305,Monday,Sep-20,2020,20200928,10869.56522,78.89546351,804.5052293
356,29-09-2020,92,37,55,12675,35.77,1243,200,11507,790,617403,77260,617403,,1462,Tuesday,Sep-20,2020,20200929,10869.56522,78.89546351,804.5052293
355,30-09-2020,92,37,55,12715,35.34,1243,200,11507,790,622936,78417,622936,,1338,Wednesday,Sep-20,2020,20200930,10869.56522,78.64726701,804.5052293
354,01-10-2020,92,37,55,12715,35.45,1243,200,11507,790,628307,79614,628307,,1313,Thursday,Oct-20,2020,20201001,10869.56522,78.64726701,804.5052293
353,02-10-2020,92,37,55,12715,37.02,1243,200,11507,790,634825,79213,634825,,1343,Friday,Oct-20,2020,20201002,10869.56522,78.64726701,804.5052293
352,03-10-2020,92,37,55,12715,37.4,1243,200,11507,790,641364,79609,641364,,1320,Saturday,Oct-20,2020,20201003,10869.56522,78.64726701,804.5052293
351,04-10-2020,92,37,55,12715,37.16,1243,200,11507,790,646827,80471,646827,,1337,Sunday,Oct-20,2020,20201004,10869.56522,78.64726701,804.5052293
350,05-10-2020,92,37,55,12715,37.51,1243,200,11507,790,651827,80281,651827,,1363,Monday,Oct-20,2020,20201005,10869.56522,78.64726701,804.5052293
349,06-10-2020,92,37,55,12715,38,1243,200,11507,790,656728,81261,656728,,1329,Tuesday,Oct-20,2020,20201006,10869.56522,78.64726701,804.5052293
348,07-10-2020,92,37,55,12715,37.61,1243,200,11507,790,662317,80969,662317,,1346,Wednesday,Oct-20,2020,20201007,10869.56522,78.64726701,804.5052293
347,08-10-2020,92,37,55,12715,38.04,1243,200,11507,790,667894,80427,667894,,1408,Thursday,Oct-20,2020,20201008,10869.56522,78.64726701,804.5052293
346,09-10-2020,92,37,55,12715,37.59,1243,200,11507,790,673279,82401,673279,,1376,Friday,Oct-20,2020,20201009,10869.56522,78.64726701,804.5052293
345,10-10-2020,92,37,55,12715,36.85,1243,200,11507,790,679520,84817,679520,,1353,Saturday,Oct-20,2020,20201010,10869.56522,78.64726701,804.5052293
344,11-10-2020,92,37,55,12715,37.4,1243,200,11507,790,685742,86732,685742,,1338,Sunday,Oct-20,2020,20201011,10869.56522,78.64726701,804.5052293
343,12-10-2020,92,37,55,12715,35.82,1243,200,11507,790,690831,88061,690831,,1324,Monday,Oct-20,2020,20201012,10869.56522,78.64726701,804.5052293
342,13-10-2020,92,37,55,12715,37.43,1243,200,11507,790,696831,90385,696831,,1264,Tuesday,Oct-20,2020,20201013,10869.56522,78.64726701,804.5052293
341,14-10-2020,92,37,55,12715,36.52,1243,200,11507,790,703829,90731,703829,,1215,Wednesday,Oct-20,2020,20201014,10869.56522,78.64726701,804.5052293
340,15-10-2020,92,37,55,12715,37.88,1243,200,11507,790,709408,91628,709408,,1183,Thursday,Oct-20,2020,20201015,10869.56522,78.64726701,804.5052293
339,16-10-2020,92,37,55,12715,37.66,1243,200,11507,790,715851,91273,715851,,1252,Friday,Oct-20,2020,20201016,10869.56522,78.64726701,804.5052293
338,17-10-2020,93,38,55,12751,37.82,1243,200,11507,790,721806,92571,721806,,1237,Saturday,Oct-20,2020,20201017,10752.68817,78.42522155,804.5052293
337,18-10-2020,93,38,55,12751,37.32,1243,200,11507,790,727204,92296,727204,,1261,Sunday,Oct-20,2020,20201018,10752.68817,78.42522155,804.5052293
336,19-10-2020,93,38,55,12751,37.49,1243,200,11507,790,733802,93571,733802,,1276,Monday,Oct-20,2020,20201019,10752.68817,78.42522155,804.5052293
335,20-10-2020,93,38,55,12751,37.85,1243,200,11507,790,739061,92835,739061,,1231,Tuesday,Oct-20,2020,20201020,10752.68817,78.42522155,804.5052293
334,21-10-2020,93,38,55,12751,37.31,1243,200,11507,790,745083,93185,745083,,1227,Wednesday,Oct-20,2020,20201021,10752.68817,78.42522155,804.5052293
333,22-10-2020,93,38,55,12751,37.71,1243,200,11507,790,751871,94608,751871,,1219,Thursday,Oct-20,2020,20201022,10752.68817,78.42522155,804.5052293
332,23-10-2020,93,38,55,12751,37.33,1243,200,11507,790,757692,94201,757692,,1163,Friday,Oct-20,2020,20201023,10752.68817,78.42522155,804.5052293
331,24-10-2020,93,38,55,12751,37.93,1243,200,11507,790,763028,94822,763028,,1123,Saturday,Oct-20,2020,20201024,10752.68817,78.42522155,804.5052293
330,25-10-2020,93,38,55,12751,36.3,1809,200,11507,1090,769082,95394,769082,,1073,Sunday,Oct-20,2020,20201025,10752.68817,78.42522155,552.7915976
329,26-10-2020,93,38,55,12751,36.83,1809,200,11507,1090,775803,95927,775803,,1012,Monday,Oct-20,2020,20201026,10752.68817,78.42522155,552.7915976
328,27-10-2020,93,38,55,12751,35.63,1809,200,11507,1090,781083,96563,781083,,1029,Tuesday,Oct-20,2020,20201027,10752.68817,78.42522155,552.7915976
327,28-10-2020,94,39,55,12811,35.57,1809,200,11507,1090,787093,96743,787093,,983,Wednesday,Oct-20,2020,20201028,10638.29787,78.05791898,552.7915976
326,29-10-2020,94,39,55,12811,34.93,1809,200,11507,1090,792809,97613,792809,,957,Thursday,Oct-20,2020,20201029,10638.29787,78.05791898,552.7915976
